,text
3719,"@realDonaldTrump @UKinNigeria @CNN A country where protesting is a crime and Protesters are being killed, injured a… https://t.co/TaQmMqiVPQ"
3720,"@realDonaldTrump SUPERSPREADER EVENT Donny did you talk about- TAXES, COVID, THE WALL YOU DIDN'T GET BUILT or SEXUA… https://t.co/iC6dkqiiLX"
3721,@realDonaldTrump Just now? Like you couldn’t have done this before? I don’t get it.
3722,@realDonaldTrump @NBCNews https://t.co/NjVOGI5tWr
3723,@realDonaldTrump 🥱🙄
3724,@realDonaldTrump https://t.co/LQJISubNSs
3725,@realDonaldTrump Your feed is essentially unreadable. Do you think ANYONE watches video after video of you saying t… https://t.co/7yiL2anvQU
3726,@realDonaldTrump I'm am fond of Ur wife and is mayonnaise an instrument
3727,RT @lesleyabravanel: @realDonaldTrump In the 50th Congressional District race between Democrat Ammar Campa-Najjar and Republican Darrell Is…
3728,RT @WokeAnimal: @realDonaldTrump 🖕 https://t.co/UfcNndtYmv
3729,@realDonaldTrump https://t.co/RPmvKJrq66
3730,@realDonaldTrump Another Covid fest! Vote Blue! Dump Trump!
3731,@realDonaldTrump Oh dear. Poor you. We hate you. https://t.co/WLitR6fgfj
3732,"RT @dvillella: @realDonaldTrump We'll take Mr. Rogers for president over Archie Bunker, thank you very much. https://t.co/PJK80qbvyE"
3733,@realDonaldTrump https://t.co/psoJthbnuD
3734,@realDonaldTrump More lies. #BlameTrump
3735,RT @ann_neona: @realDonaldTrump #BlueTsunami https://t.co/1goZkuSDPw
3736,"@realDonaldTrump *DONALD TRUMP has DEMENTIA*   Joe Biden is only taxing people that make over $400,000 a year, whic… https://t.co/a1EBh7e27n"
3737,@realDonaldTrump  #BlameTrump https://t.co/Im8yDcXcZJ
3738,@realDonaldTrump  WE NEED STIMULUS  DO WHATEVER YOU HAVE TOO... YOU MAYOR MAYNOT WIM BUTYOU CAN BE LNOWN AS THE PRE… https://t.co/NRoVyaKudq
3739,@realDonaldTrump Another super spreader event. This is your legacy. Trump virus. Dumpster fire.
3740,@realDonaldTrump @MSNBC @CNN @FoxNews @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes… https://t.co/aMzNtlEfuq
3741,"@realDonaldTrump   President Trump, please watch out for voter machine fraud. Its the ONLY way you lose. In 2016 ,… https://t.co/SYGJV4UfOX"
3742,@realDonaldTrump #JustStepDownAndMakeAmericaGreatAgainThanks #RepublicansNeedToChooseCountyOverThePartyOfProudBoyTrump
3743,@realDonaldTrump https://t.co/nmPrOfYffw
3744,"RT @dvillella: @realDonaldTrump They guy who told us he knows more than the generals, more than the scientists, and more about any subject…"
3745,RT @itsJeffTiedrich: @realDonaldTrump those Doral bed bugs must be biting extra viciously this morning
3746,RT @frankmonah: @realDonaldTrump The Commander-in-chief has retweeted an insane conspiracy theory that Bin Laden WASN'T really dead and tha…
3747,@realDonaldTrump @JoeBiden @SecPompeo @CIA @ScottMorrisonMP @Keir_Starmer @pritipatel @TheJusticeDept Listen to the… https://t.co/19PrBeVihQ
3748,@realDonaldTrump   Remember::  R - I - C - K  Gaetz.  Rick. Rick. Rick. Rick. Rick. Rick. Rick. #RickGaetz
3749,RT @scientificrealm: @realDonaldTrump https://t.co/1POhJVUsKN
3750,@realDonaldTrump https://t.co/8s4gFjdD0g
3751,RT @pablo_honey1: @realDonaldTrump https://t.co/kRt6WKHzQs
3752,@realDonaldTrump @NBCNews https://t.co/ZhlYLwDQbj
3753,@realDonaldTrump https://t.co/pGtljt9J47  #PleaseRT
3754,@realDonaldTrump Did I just see David Duke clapping in the back ground
3755,@realDonaldTrump @SpeakerPelosi @senatemajldr #MorganStanley   #makeup #year #week  https://t.co/vyv16SnbMz #iFunny https://t.co/x9YfugoYYY
3756,@realDonaldTrump
3757,@realDonaldTrump Scared poor bracito.
3758,"@realDonaldTrump @NBCNews Yes, especially all those people that were paid to sit behind you and bob their heads lik… https://t.co/ix3UuEv5Uq"
3759,@realDonaldTrump Issa just put out a TV ad bitching about people not paying their fair share of taxes.....I’m surpr… https://t.co/KWb137s6uL
3760,@realDonaldTrump https://t.co/M3Tt8oVeeK Sound on!! @realDonaldTrump
3761,"@realDonaldTrump Dear Mr. President, would you ever consider “passing”, on the next debate? It just seems to me, th… https://t.co/WElKYPwwiC"
3762,@realDonaldTrump You absolutely ignored America. Nobody sees Antifa. We see you failing. Embarrassing us. Division.… https://t.co/KYFguda9kP
3763,RT @EugJHawk: @realDonaldTrump https://t.co/7evUytjfKh
3764,@realDonaldTrump Stop. You're embarrassing your children. They just want to stay in the will.
3765,"@realDonaldTrump @FLOTUS That’s litty titty brother #dab 🔥🔥🔥🔥🔥🔥🔥🔥🔥 litmas, lit like candle"
3766,RT @itsJeffTiedrich: @realDonaldTrump those Doral bed bugs must be biting extra viciously this morning
3767,@realDonaldTrump  @GOP  https://t.co/Py7K4SyFlD
3768,@realDonaldTrump Spreading that COVID to your ignorants
3769,@realDonaldTrump I say we get them all out of office and start over with middle-class Americans
3770,@realDonaldTrump in the next debate just let Biden hang himself. You don’t need to interrupt because he will do just that!
3771,@realDonaldTrump 4 years and no plan in sight.
3772,@realDonaldTrump Former White House chief of staff tells friends that Trump 'is the most flawed person' he's ever m… https://t.co/5bnl8lmt7B
3773,@realDonaldTrump Primero Dios gane la presidencia ya que algo que admiro mucho de usted es que pone a Dios siempre… https://t.co/75GCYLku21
3774,@realDonaldTrump did you see this https://t.co/j31ykMoPQX
3775,@realDonaldTrump #SuperSpreaderTrump
3776,"@realDonaldTrump Don't worry, it's just a hoax. We have it totally under control. It will disappear like a miracle.… https://t.co/S1xDtisdYL"
3777,@realDonaldTrump Was he describing yourself?
3778,@realDonaldTrump https://t.co/66k3uEsLGD
3779,@realDonaldTrump https://t.co/ysNtnzeuXD
3780,@realDonaldTrump Since 2019. 2019  https://t.co/s3ghKB0wpP
3781,@realDonaldTrump https://t.co/T3NG1f3EjS
3782,@realDonaldTrump CAN YOU MAKE LEAVING A PROMISE AND ONE YOU ACTUALLY KEEP. Build that Moscow tower Certainly your b… https://t.co/pMgPponukp
3783,@realDonaldTrump This never happened. He used this term like you've paid your taxes 🙄
3784,"@realDonaldTrump Mr. President, I know you think Portland is a lost cause...but there are a lot of patriots here th… https://t.co/Gz76RObFap"
3785,@realDonaldTrump https://t.co/T3NG1f3EjS
3786,@realDonaldTrump @TheBabylonBee https://t.co/uB2OvRbWit
3787,"RT @ManUpUAll: @realDonaldTrump @POTUS I don't get the bad ""Much Ado"" a/b @icecube exerting his right to meet with you.  The Only Leader &amp;…"
3788,@realDonaldTrump @TheBabylonBee Wow how desperate are the democrats getting!!
3789,@realDonaldTrump It’s over. Ta lost. The World Food Programme won and guess what? Hunter Biden’s on the Board!… https://t.co/KnTGx5tnmy
3790,@realDonaldTrump Go Trump go 💪
3791,@realDonaldTrump https://t.co/fzJzO0qdWT
3792,@realDonaldTrump https://t.co/cl08hmCcCx #HunterBidenEmails #NYPost
3793,"@realDonaldTrump Don't worry, it's just a hoax. We have it totally under control. It will disappear like a miracle.… https://t.co/IOIqmBlmgX"
3794,@realDonaldTrump Everyone check your wallet Crazy Uncle Donald in town.
3795,@realDonaldTrump It does matter. The options are  excrement vs Noraml Human.
3796,RT @jaycooper32: @realDonaldTrump @NBCNews I can not believe how these hacks treat our President with such disrespect. I'm so concerned abo…
3797,@realDonaldTrump @NBCNews LMAO! 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣ah.. No!
3798,@realDonaldTrump https://t.co/vEkreyaebr
3799,RT @murray_nyc: @realDonaldTrump It's also the case that a clear majority of voters think it's INSANE that Trump is doing all of these rall…
3800,@realDonaldTrump Yuge
3801,"@realDonaldTrump Ok, Boomer.  #BlameTrump #CaptainCovid https://t.co/agIvt92DpR"
3802,@realDonaldTrump Yo-semite
3803,"RT @OzzieV3: @realDonaldTrump Retweet this every minute, every hour, every day until Trump is removed from office. This respect from the ar…"
3804,@realDonaldTrump That's your new campaign slogan? What the hell do you have to lose? FYI - California has overpopul… https://t.co/zqzlH25CKh
3805,RT @bdragon74: @realDonaldTrump Us Libertarians are famously supportive of authoritarian presidents who crack down on protestors for vanity…
3806,@realDonaldTrump Trump has the gift of the gab.
3807,"@realDonaldTrump To senior citizens, @realDonaldTrump was a Cv18 super spreader, reckless, non caring &amp; self servin… https://t.co/LxvjIJcqjy"
3808,@realDonaldTrump @sendavidperdue Never insult a persons name it could bounce back on you especially your surname “Perdue” being feminine
3809,@realDonaldTrump @TheBabylonBee https://t.co/T1e6cVq1Tw
3810,"@realDonaldTrump Usted no dijo que fueran a lo grande ya estamos prácticamente en la calle perdiendo todo alquiler,… https://t.co/D3Dc7EAZdb"
3811,@realDonaldTrump GOP raises over the Pitt-Greenville Airport! #MAGA https://t.co/ozPMmdtwRL
3812,@realDonaldTrump #BlameTrump   https://t.co/CNpCwmBRQI
3813,@realDonaldTrump 😂😂
3814,@realDonaldTrump If Trump us “losing” according to the polls why am i getting messaging asking me to chip in 3 doll… https://t.co/iS85RxbbaN
3815,@realDonaldTrump @BreitbartNews Continues to LIE.
3816,RT @timeforchg2020: @realDonaldTrump You spelled Blue wrongly
3817,@realDonaldTrump https://t.co/D7czYgGUbt
3818,@realDonaldTrump https://t.co/vEkreyaebr
3819,"@realDonaldTrump You haven't created any jobs, the only thing you have done is lost jobs! What an epic loser!😡"
3820,@realDonaldTrump https://t.co/T3NG1f3EjS
3821,RT @JohsieC: @realDonaldTrump I was in Macon supporting President #Trump. I am #JohsieCruz2020 running against Hank Johnson coup instigator…
3822,RT @EugJHawk: @realDonaldTrump #BLM #DesperateTrumpWillDoAnything #GOPLetHimInfectUs #2MillionDeadPerYearWithTrumpsHerdImmunity #TrumpGenoc…
3823,@realDonaldTrump https://t.co/T3NG1flfIs
3824,@realDonaldTrump https://t.co/LJWoGnfpAm
3825,@realDonaldTrump This👇👇👇 https://t.co/qvQG7WGdla
3826,RT @chase_matheson: @realDonaldTrump @DonaldJTrumpJr @DanScavino @DanMandisShow   Watch this #tolerantliberal cuss us out and then get a do…
3827,@realDonaldTrump #FredsFailure #TrumpIsALaughingStock #TrumpVirus https://t.co/OUU6pwioKe
3828,@realDonaldTrump @TheBabylonBee Neither has a president not showing his tax returns but you still continue to make history-  Hypocrite?
3829,@realDonaldTrump @Mike_Pence TRUMP! THE best president in my lifetime!!!!!4 more years!! Savannah needs to GO!!!! W… https://t.co/X0HzFo6nXN
3830,@realDonaldTrump @MSNBC @CNN @FoxNews @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes… https://t.co/djJ677fuq9
3831,@realDonaldTrump https://t.co/Y1PtwSIRAb
3832,@realDonaldTrump The King of Covid arrives in Georgia. #SuperSpreaderTrump
3833,@realDonaldTrump stream stream stream  https://t.co/AJRVXzt73z
3834,@realDonaldTrump 本拉登，回美国证明？？怎么办？？？
3835,@realDonaldTrump !!...
3836,@realDonaldTrump Former White House chief of staff tells friends that Trump 'is the most flawed person' he's ever m… https://t.co/0jR9ypgs8n
3837,@realDonaldTrump https://t.co/T3NG1f3EjS
3838,@realDonaldTrump https://t.co/MwZAbCSezy
3839,RT @connorratliff: @realDonaldTrump 💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀fuck you💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀…
3840,@realDonaldTrump How many lies you have said on Corona ... start counting and we will be voting on Election Day
3841,@realDonaldTrump https://t.co/T3NG1f3EjS
3842,@realDonaldTrump https://t.co/G1faZiw0A3
3843,@realDonaldTrump The only red wave you have is from all the blood on your hands.
3844,@realDonaldTrump https://t.co/T3NG1f3EjS
3845,"@realDonaldTrump President Trump has been cowardly with PUTIN, ERDAGON and MBS. He’s controlled by Russian Intelligence"
3846,@realDonaldTrump https://t.co/qIb3vfhZwb
3847,@realDonaldTrump Wish I could be there
3848,@realDonaldTrump https://t.co/T3NG1f3EjS
3849,@realDonaldTrump Y’all claim to hate this man so much but follow him and like and retweet and comment on everyone of his tweets. Crazy
3850,@realDonaldTrump Tell it like it is. If they take their wall down they can then talk about no boarder wall
3851,@realDonaldTrump omg you have to look at this   https://t.co/AJRVXzt73z
3852,@realDonaldTrump @POTUS @VP @senatemajldr @GOPLeader @LindseyGrahamSC You are all fools who will be defeated on 11/… https://t.co/9tcvrQ82gr
3853,@realDonaldTrump #TrumpLiesAmericansDie #MAGA https://t.co/vNWszneSgh
3854,@realDonaldTrump @SenatorCollins Rats be leaving your sinking ship.
3855,@realDonaldTrump https://t.co/T3NG1f3EjS
3856,RT @MiaFarrow: @realDonaldTrump Horrific to see this happening. People will get sick. People will die. And we are paying for Air Force 1  a…
3857,"RT @mmpadellan: @realDonaldTrump Biden DESTROYED you in the ratings, Spanky.  And he presented himself as a rational, smart, thoughtful alt…"
3858,RT @itsYourGrace: @realDonaldTrump Love this man! God Bless you President Trump! We are praying for you and #America
3859,@realDonaldTrump Your talking to people who are already voting for you- sheep!  Fortunately you are not gaining any… https://t.co/yUBw4A5er4
3860,RT @CheyenneNDN: @realDonaldTrump @NBCNews https://t.co/AF4YRFuzku
3861,RT @MiaFarrow: @realDonaldTrump Horrific to see this happening. People will get sick. People will die. And we are paying for Air Force 1  a…
3862,@realDonaldTrump @ColumbiaBugle This is great except the vast majority of voters have no idea what these bills and… https://t.co/psbbec8cLA
3863,@realDonaldTrump https://t.co/vEkreyaebr
3864,@realDonaldTrump TALKING SHIT.  #BidenHarris  #MAGA  #TrumpIsALoser https://t.co/zMjVstg04A
3865,@realDonaldTrump @SenatorCollins Agree!!11!  Sara Gideon 2020!!!
3866,@realDonaldTrump Look how SMALL that is in comparison to 2016
3867,RT @quemaj: @realDonaldTrump @FoxNews .@realDonaldTrump I have never seen a negative add on Fox News about you I have seen ads telling the…
3868,@realDonaldTrump You are Twitter’s fake trending section.
3869,@realDonaldTrump https://t.co/T3NG1f3EjS
3870,RT @mikerico77: @realDonaldTrump i recommend strongly that you watch #TheWayISeeIt so you can understand what empathy &amp; leadership &amp; class…
3871,@realDonaldTrump @TheBabylonBee Babylon bee is a satire site the president himself ate the onion LMAO
3872,@realDonaldTrump Hey I’m not far away. Can I help you pack?
3873,@realDonaldTrump #CrazyUncleTrump
3874,@realDonaldTrump @POTUS DONALD TRUMP OWNS THIS PANDEMIC DISASTER. HE IS THE PID PIPPER OF DEATH LEADING PEOPLE INTO AN ABYSS.
3875,@realDonaldTrump Enjoy soreading the🤢😷🙄🦠🙄
3876,@realDonaldTrump Moscow Mitch must be wearing a bra
3877,@realDonaldTrump Your dance at the end of Macon rally was hilarious!! You looked so stupid @realDonaldTrump
3878,@realDonaldTrump Union Pacific 2 Lincoln line he wants you to finish it okay https://t.co/Twc9ZtoirO
3879,"RT @Chuckjson: @realDonaldTrump So I hear your leaving if you lose. Don't go too far, the FBI and CIA will probably be dragging your azz ba…"
3880,@realDonaldTrump ✌️ https://t.co/T8TwNYyIO0
3881,@realDonaldTrump https://t.co/vEkreyaebr
3882,@realDonaldTrump https://t.co/T3NG1f3EjS
3883,RT @itsJeffTiedrich: @realDonaldTrump imagine a Republican incumbent having to waste time and resources in deeply-red Georgia two weeks bef…
3884,@realDonaldTrump Hahahahahahahahaha
3885,@realDonaldTrump Aren’t you though? You freely admit to not caring what a woman thinks or what she chooses (just ki… https://t.co/szMmWWVHLo
3886,@realDonaldTrump I love this!!
3887,@realDonaldTrump #CrazyUncleTrump
3888,"@realDonaldTrump Was he referring to you when he said ""Super Predator""? He should have been, given how many young g… https://t.co/M81n4M0GGH"
3889,@realDonaldTrump @GStephanopoulos Vote sleepy Joe
3890,@realDonaldTrump think about me when you're sick!
3891,"@realDonaldTrump Rep. Senstors, Reps and Governors are separating themselves from you in hopes of salvaging their careers"
3892,@realDonaldTrump Pathetic
3893,@realDonaldTrump https://t.co/0pMkMF4rWf https://t.co/eYjE58unFi
3894,@realDonaldTrump NAME  ONE  REPUBLICAN  WHO  HAS  REFUSED  #MEDICARE ! ... YOU CAN'T!  BECAUSE  NO  ONE  REFUSES !… https://t.co/GjwwN2HMFw
3895,@realDonaldTrump #BlameTrump   #VoteBidenHarris
3896,RT @DanielleCandela: @realDonaldTrump 4 years into the Trump Presidency and it is terrifying that Trump is still so ignorant of history and…
3897,@realDonaldTrump #VoteOutEveryRepublican   #VoteBlueDownBallot   https://t.co/hSfzkCWbZh
3898,@realDonaldTrump send nudes? #ForTheGirls
3899,@realDonaldTrump #TrumpMeltdown #TrumpLiedPeopleDied #TrumpIsALaughingStock #TrumpIsANationalDisgrace https://t.co/b6zPpVERke
3900,@realDonaldTrump @DonaldJTrumpJr @JasonMillerinDC  nice! Invite the kid to a rally..bring him on stage with his fam… https://t.co/fgzTFy6buc
3901,@realDonaldTrump @TheBabylonBee Trump got impeached for Ukrainian crimes committed by Bidens 😂😂😂
3902,@realDonaldTrump You say the same damn thing 1000 times why do u have to be ready?? I’m sorry.. you have to paint orange.. got it!
3903,RT @logandubil: @realDonaldTrump Just donated $75!! Every vote and every dollar counts! #Trump2020
3904,@realDonaldTrump What this country doesn’t need is demos &amp; repubs. Both sides can never agree on anything and fight… https://t.co/BlE66txNhu
3905,@realDonaldTrump When are you releasing your returns? Audit excuse is a LIE. Sad!
3906,@realDonaldTrump @MSNBC @CNN @FoxNews @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes… https://t.co/XM4NMWB9vr
3907,@realDonaldTrump Twitter shut me down today and wouldn’t let me tweet. Just wondering is anybody seeing this tweet… https://t.co/J5w7JgaaRj
3908,@realDonaldTrump @ProjectLincoln @MsJoelyFisher @GeorgeTakei @BradleyWhitford @MrJonCryer https://t.co/mYPf3NCnYO
3909,@realDonaldTrump https://t.co/IfTN0bsNsP
3910,@realDonaldTrump Ben Sasse had some good words for you! Did you get the message?
3911,@realDonaldTrump Vote Biden
3912,@realDonaldTrump #CrazyUncleTrump
3913,@realDonaldTrump 💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀fuck you💀�
3914,@realDonaldTrump https://t.co/Qadr9AbqYw
3915,@realDonaldTrump and @SenateGOP @HouseGOP embrace hate groups listed on the @FBI  like @susancollins @GOPLeader https://t.co/jBGsRCxGqR
3916,RT @OwnRules: @realDonaldTrump Looks good to me. https://t.co/dId3DMk4BS
3917,@realDonaldTrump @NBCNews https://t.co/C1YglYhDp3
3918,@realDonaldTrump Donald got clobbered by Biden on ratings! Weak! Sad.
3919,"@realDonaldTrump it tickled the look the look, that it hacks a meal to be meal it rekimbols the look to be spieel.… https://t.co/KDXqoap5Fr"
3920,@realDonaldTrump You can show your thanks by abolishing the federal reserve
3921,@realDonaldTrump https://t.co/kXN3enHlxs
3922,@realDonaldTrump @SolomonYue   Li Fei Fei block those  message in Twitter？CCP？ https://t.co/dXI6x6OE6i
3923,@realDonaldTrump https://t.co/HUuIUQaomy
3924,"@realDonaldTrump it happened already. You lost. Losers lose. But keep waiting, loser. More where that came from. https://t.co/nKqLfv7vPz"
3925,@realDonaldTrump NO SEGUIRA SIENDO PRESIDENTE .
3926,@realDonaldTrump https://t.co/MJWqfdeMMs
3927,RT @thebling_vote: @realDonaldTrump 100% Accuracy/Approval rating for Multi Award Winning Journalist #JulianAssange @realDonaldTrump  💞⚖️…
3928,RT @waltshaub: @realDonaldTrump I think this Trump supporter is in Florida.  https://t.co/wNaffcX8SY
3929,"@realDonaldTrump You're down 7 points in Georgia,  this rally is not going to help!"
3930,@realDonaldTrump #CrazyUncleTrump
3931,@realdonaldtrump Did you hear? Joe Biden is more popular than you are.  His ratings are BIGGER. https://t.co/cILeAKZQwy
3932,@realDonaldTrump 🤣🤣🤣
3933,@realDonaldTrump Vote Biden
3934,@realDonaldTrump https://t.co/UZ9x8aXRz5
3935,@realDonaldTrump cuck
3936,@realDonaldTrump https://t.co/CNpCwmBRQI
3937,@realDonaldTrump Covid on the rise! Trump plummeting! Worst potus ever!!!
3938,@realDonaldTrump https://t.co/jkriEsYSOD
3939,@realDonaldTrump 💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀fuck you💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀�
3940,"@realDonaldTrump You just repeatedly called Matt Gaetz, Rick Gates maybe your suffering from cognitive decline."
3941,@realDonaldTrump @realDonaldTrump BORING!!! BORING!!! BORING!!!
3942,RT @mamipokogibi: @realDonaldTrump  #ม็อบ17ตุลา
3943,@realDonaldTrump @DonaldJTrumpJr @IvankaTrump @FLOTUS @LaraLeaTrump @Trump @MarALago @TrumpDoonbeg @TrumpTower… https://t.co/N89yfgZkpU
3944,"@realDonaldTrump 218,000 dead Americans. $400 million in debt. Record-breaking unemployment. QAnon. Russian bounties on American troops."
3945,@realDonaldTrump #BlameTrump   #VoteBidenHarris
3946,@realDonaldTrump Vote Biden
3947,@realDonaldTrump @NBCNews Vote BIDEN!
3948,RT @David_Leavitt: @realDonaldTrump E. Jean Carroll  Summer Zervos Jessica Leeds Kristin Anderson Lisa Boyne  Cathy Heller  Temple Taggart…
3949,@realDonaldTrump https://t.co/d5Om5i0GVO
3950,@realDonaldTrump #SuperSpreaderTrump
3951,@realDonaldTrump Just spreading sunshine and COVID everywhere you go.... lovely..... https://t.co/adQawlA4CC
3952,@realDonaldTrump Yeah... strong for Biden. Just saying words doesn’t make it real.
3953,@realDonaldTrump: Don't blame but call work together to win. Trump win=America win.
3954,@realDonaldTrump is a misogynist pig who is very afraid of any woman who has power over him. https://t.co/9aDgclgcX7
3955,@realDonaldTrump Homegrown Demagogue
3956,@realDonaldTrump Backing you up Mr President @realDonaldTrump
3957,RT @RafiKhan636: @realDonaldTrump 18 days to go!  RT if you have already voted for Biden!
3958,@realDonaldTrump #CrazyUncleTrump
3959,"@realDonaldTrump Mr. President, Sir. I am pretty sure Twitter is going to lock you out November 3rd along with the… https://t.co/B5dA54cfYj"
3960,@realDonaldTrump good night daddy. I love you 💕😘❤️ me me da https://t.co/6dRufFd8oS
3961,RT @DanielleCandela: @realDonaldTrump 4 years into the Trump Presidency and it is terrifying that Trump is still so ignorant of history and…
3962,@realDonaldTrump https://t.co/k9evTUFC4X
3963,"@realDonaldTrump time for you to go, thanks for nothing"
3964,@realDonaldTrump
3965,@realDonaldTrump You spelled Blue wrongly
3966,@realDonaldTrump Vote Biden
3967,@realDonaldTrump https://t.co/D8DJdjIXid
3968,@realDonaldTrump @TheBabylonBee 😂😂😂😂
3969,@realDonaldTrump Just voted Biden and anything the color blue!
3970,@realDonaldTrump https://t.co/l2EMn7vpX6
3971,RT @TheRedRight_You: @realDonaldTrump @JoeBiden #HunterBidenCrackPipe #HunterBiden #dumbanddumber https://t.co/CgH0VAlymy
3972,@realDonaldTrump https://t.co/ngVNw8Pbe1
3973,"@realDonaldTrump Thank you for freeing up that wildfire money, pappi. Don’t think I’m not noticing"
3974,@realDonaldTrump https://t.co/3ZyQIGAjpT
3975,@realDonaldTrump Stupid is stupid does.. covid getting some strength  with the stupid trumps..
3976,@realDonaldTrump @TrumpWarRoom 🙏🏻👍🏻 https://t.co/oZ0wQYsNWf
3977,"@realDonaldTrump Round turn in American English one complete turn, as of a rope, around something.  Rounding the co… https://t.co/Wj2Mpl8gpQ"
3978,"RT @starbrightnight: @realDonaldTrump Russia took Snowden in, I’m sure they would take you and your family in https://t.co/U2395o9bjr"
3979,"@realDonaldTrump Look, your numbers are going up!  COVID, you, winning! https://t.co/TfzW07VEOd"
3980,@realDonaldTrump https://t.co/VrZnYAmh1q
3981,@realDonaldTrump @NBCNews NI you didn’t have good reviews.  Everyone was talking about how horrible you did!
3982,@realDonaldTrump Red wave of Covid! ☣️☣️☣️
3983,@realDonaldTrump 💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀fuck you💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀�
3984,@realDonaldTrump https://t.co/iRTgAOws8Y
3985,@realDonaldTrump @NBCNews All three of them? Biden kicked your butt and he will again - start packing LOSER!
3986,"RT @davidmweissman: @realDonaldTrump Can you go one day without embarrassing us as a country, make it a challenge."
3987,"@realDonaldTrump ""threatens"" to leave our country if he loses? That's the REWARD for voting in @JoeBiden!"
3988,@realDonaldTrump https://t.co/3ZyQIGAjpT
3989,@realDonaldTrump #StopArmenianTerrorism #StopArmenianAggression #StopArmenianTerror #ArmeniaKillsCivilians… https://t.co/yP86gjMOhR
3990,@realDonaldTrump Another fucking lie
3991,@realDonaldTrump Vote Joe! https://t.co/wZRN2mx7eM
3992,@realDonaldTrump You are spying on Biden!!
3993,@realDonaldTrump @nypost Trump 2020
3994,RT @RussOnPolitics: @realDonaldTrump Donald Trump knows what a disaster his town hall on NBC was last night. He has tweeted or retweeted do…
3995,RT @atunafrittata: @realDonaldTrump #art  #BidenHarris2020  #TrumpTownHall #SavannahGuthrie  #EatTheRich   #Trump is sooo King John. https:…
3996,@realDonaldTrump This is the most comprehensive articulation of your healthcare plan yet!
3997,@realDonaldTrump Vote Biden
3998,RT @itsJeffTiedrich: @realDonaldTrump imagine a Republican incumbent having to waste time and resources in deeply-red Georgia two weeks bef…
3999,@realDonaldTrump @GStephanopoulos @JoeBiden was great!
4000,@realDonaldTrump @TheBabylonBee The amount of people defending trump saying that he knows it’s a satire site is actually hilarious
4001,RT @CallHimOut2: @realDonaldTrump @VP @Mike_Pence @TheJusticeDept @senatemajldr @LindseyGrahamSC @SenateGOP @HouseGOP My favorite moment of…
4002,@realDonaldTrump You sad little man.
4003,@realDonaldTrump @SenatorCollins She is smarter than you.
4004,"@realDonaldTrump Round turn in American English one complete turn, as of a rope, around something.  Rounding the co… https://t.co/UywvEYPOLH"
4005,@realDonaldTrump OUR LIVES
4006,@realDonaldTrump https://t.co/mAyTUT7MxN
4007,@realDonaldTrump @MSNBC @CNN @FoxNews @SenateDems @SenateGOP @HouseDemocrats @HouseGOP @BBCWorld @ABC @CBS @nytimes… https://t.co/ZbCV3tWRns
4008,"RT @murray_nyc: @realDonaldTrump Trump's frantic ""rally"" schedule speaks to his absolute desperation. His campaign is crashing around him.…"
4009,@realDonaldTrump Have a lovely life in Russia. #TrumpIsALaughingStock #TrumpIsANationalDisgrace #TrumpIsATraitor https://t.co/aP2yhnM2uD
4010,@realDonaldTrump FUNNY HOW YOU MIRACULOUSLY GOT OVER COVID YOU KNOW THE #TrumpVirus OR DID LIE ABOUT THAT TO. STOP… https://t.co/XNAUVSdBgg
4011,@realDonaldTrump https://t.co/gALTNNDNYx
4012,"RT @Cleavon_MD: @realDonaldTrump Hilbert Nunez of Houston, Texas, died from COVID-19 on April 11th. He was a deputy for 34 years with the H…"
4013,@realDonaldTrump #BlameTrump   #VoteBidenHarris
4014,"@realDonaldTrump You're dreaming, potato head.  Biden even beat you in ratings.  And your fundraising sucks."
4015,@realDonaldTrump https://t.co/ZMYTTv2dUx
4016,@realDonaldTrump #art  #BidenHarris2020  #TrumpTownHall #SavannahGuthrie  #EatTheRich   #Trump is sooo King John. https://t.co/ihRX6jCsVZ
4017,@realDonaldTrump https://t.co/sOBCM7Wsj0
