,text
5847,"@JoeBiden Let's be clear:  starting a statement with ""Let's be clear"" is stupid."
5848,@JoeBiden let me be clear. I’m an a..hole
5849,RT @iceberg171: @JoeBiden We need to save Obamacare and the ACA! #BidenHarris2020
5850,@JoeBiden Investigate Now. All Roads end with Pappy and in China. https://t.co/oIRC5xxGyI @realDonaldTrump
5851,"@JoeBiden, @BarackObama  you know what would be the greatest event in debate history is if VP. Biden was to invite… https://t.co/RBRIGeLaHU"
5852,@JoeBiden @KamalaHarris @KBeds @schultzohio @realDonaldTrump @PressSec @BillStepien @Twitter @YouTube @IvankaTrump… https://t.co/yd8BVUuP1y
5853,@JoeBiden PLEASE SAY NO TO A Debate with the ConMan Grifter! YOU don’t need it!
5854,@JoeBiden OPEN BORDERS BIDEN!! Woohoooo... third world country here we come!
5855,"RT @ShironRedshift: @JoeBiden Trump does not care about people's health in any way period. He's been promising a plan for YEARS, still has…"
5856,@JoeBiden Joe Biden appears to be compromised by the Chinese.  Pass it on.
5857,"@JoeBiden @KeefKnight Reminder to Trumpets: Yes, DJT IS 100% responsible for those job losses bcs the failure to co… https://t.co/mNWrSd5Slx"
5858,@JoeBiden Investigate Now. All Roads end with Pappy and in China. https://t.co/oIRC5xxGyI @realDonaldTrump
5859,@JoeBiden RACIST!
5860,@JoeBiden https://t.co/s78KSsMERx
5861,@JoeBiden I am ashamed to call myself an American. People with no bank accounts are not allowed to get covid 19 ass… https://t.co/ckBelorxyb
5862,@JoeBiden You ain’t building nothing but your bank account..
5863,@JoeBiden Investigate Now. All Roads end with Pappy and in China. https://t.co/oIRC5xxGyI @realDonaldTrump
5864,"@JoeBiden This is horrible. You and your ""expand access"" even DURING  A PANDEMIC. Thousands of people DIE every yea… https://t.co/BU0DaXpPM4"
5865,RT @ActonIdes: @JoeBiden You said you didn’t work for us. https://t.co/oVn7VWtod7
5866,"@JoeBiden We don’t care what Ronald Rump says, did ratings we want to hear what your going to do Biden c’mon man!!"
5867,@JoeBiden Lier Lier pants on fire. If your mouth is moving you are lying.
5868,"@JoeBiden Sorry Joe, but you ain’t it."
5869,"@JoeBiden ACA has to go! It was, and continues to be a complete nightmare and utter failure. The ONLY good thing th… https://t.co/lB5GdyAQS3"
5870,"RT @Truman_Town: @JoeBiden 69 Percent of Americans Want Medicare for All, Including 46 Percent of Republicans, New Poll Says https://t.co/u…"
5871,RT @bekindhavehope: @JoeBiden You were FANTASTIC last night at the #BidenTownHall 💙💙💙  #ImVotingForBiden to #SaveLives   It’s time for #Rea…
5872,"RT @kathysweeney: @JoeBiden I am so weary of the conflict, the division, the nastiness spewed by Trump. This country is paralyzed with anxi…"
5873,RT @GeneralStrikeOH: @JoeBiden Access isn’t Available!! 🚨  We demand #MedicareForAll 🦋  It’s a #humanright 🎯  Vote Policy! Vote Values! Vot…
5874,RT @GutterTheGreat: @JoeBiden Who is we?
5875,@JoeBiden Why no one questing ths man for selling the usa? https://t.co/N1wsrewEFm
5876,@JoeBiden Twenty days till we can laugh at you
5877,RT @bekindhavehope: @JoeBiden You were FANTASTIC last night at the #BidenTownHall 💙💙💙  #ImVotingForBiden to #SaveLives   It’s time for #Rea…
5878,"@JoeBiden Hey #CrookedJoeBiden, we want you in federal prison. That's it. That's the tweet. End. Of. Story.  There.… https://t.co/Ax812WvIo5"
5879,@JoeBiden SLEEPY JOE
5880,RT @45Week: @JoeBiden This is an example of a classy and very professional response from our next President. https://t.co/ei9I1YQppz
5881,@JoeBiden things the China virus is going to be deadlier than any war. Biden knows all about war deaths because sle… https://t.co/OsuV7vaOWW
5882,@JoeBiden @MelanieBlueBird What about money from abroad that is paid into the bank account of a family member’s pap… https://t.co/qu6nrmqLI9
5883,"@JoeBiden Exactly right! He feels magnanimous, hence he said: “oh, ok!”  Despicable 🤢"
5884,@JoeBiden K
5885,@JoeBiden Now we know you have some mental issues....your economy was stalled and borderline declining
5886,@JoeBiden Absolutely
5887,@JoeBiden &amp; @KamalaHarris refuses 2 denounce left-wing terrorist group Antifa &amp; Anarchists Black Lives Matter &amp; say… https://t.co/YA43aU1OAM
5888,"@JoeBiden Europe using Joe's Covid strategies. In spite of masks &amp; lockdowns they have destroyed their economies, i… https://t.co/vltg3O84At"
5889,@JoeBiden What law is that @JoeBiden?   TitleVII of 64 Civil Rights Act was just expanded this year to cover transg… https://t.co/o8L4R1DMtF
5890,@JoeBiden HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
5891,@JoeBiden Maybe they should hire you since you’re going to lose the election.
5892,@JoeBiden ABSOLUTELY NO EXECUTIVES OR LOBBYISTS IN SNY GOVERNMENT POSITIONS!!!! DRAIN THE SWAMP FOR REAL!! ALSO AN… https://t.co/uiQiAt8Pgl
5893,@JoeBiden That is maybe the best point you have made this season. Remember that when you downplay the vaccine progr… https://t.co/pYLqjfc86B
5894,@JoeBiden Funny because I’m not sure people would agree that providing prison cells and free food would be improvin… https://t.co/ZZn1IVSyKv
5895,"RT @elpatosauce: @JoeBiden My mom and I voted early in Texas today! We are proud to support @JoeBiden, @KamalaHarris, @mjhegar, and @GinaOr…"
5896,@JoeBiden J O E  Let’s see the E mails Come on man let’s see the emails Man You ain’t Black Look at my record for 4… https://t.co/nOiRQt5bub
5897,@JoeBiden Everybody VOTE!!!! #VOTE #VoteBidenHarris2020 #VoteBlueDownBallot #BidenHarrisLandslide2020 #BlueTsunami… https://t.co/tNy8TfaS8q
5898,RT @JeanLou46960840: @JoeBiden @KamalaHarris @KBeds @schultzohio @realDonaldTrump @PressSec @BillStepien @Twitter @YouTube @IvankaTrump @Do…
5899,@JoeBiden https://t.co/osMjqRZ5kc
5900,@JoeBiden But not vote for you https://t.co/e62steKDme
5901,"@JoeBiden .THEY NOW HAVE ENOUGH DIRT ON YOU NOW FROM SEVERAL SOURCES, WHERE YOU WILL BE SERVING PRISON TIME FOR 47… https://t.co/jqVgyytXzo"
5902,@JoeBiden @CNN @MSNBC https://t.co/KAzx8717cR
5903,@JoeBiden https://t.co/85z6lF9Xgp
5904,@JoeBiden I hope you’re right but I think we’re too far gone when it comes to the countries division. I think that… https://t.co/A3zVaQLJP1
5905,RT @sandra_larson7: @JoeBiden My Dad's soybean field in North Dakota! https://t.co/46DRnxVIIX
5906,@JoeBiden Shame on you @JoeBiden for saying you believe healthcare is a right. A “right” which we have to pay for a… https://t.co/BPZGXvcOyi
5907,@JoeBiden https://t.co/MAKbOEtZ71
5908,@JoeBiden Totally agree. That’s one of the reasons I voted for you today. Tired of the drama.
5909,@JoeBiden Just like Obama/Biden needed to clean up Bush's mess Biden/Harris will need to clean up from Trump's disa… https://t.co/GqjGaw2Mtb
5910,RT @truman_dewey: @JoeBiden https://t.co/luibResO1N
5911,"@JoeBiden Yes, obviously everyone needs to be reminded cause you think they're too stupid to remember or think for… https://t.co/xFvebAZ47u"
5912,@JoeBiden Call off your militant arm antifa and BLM to help with the unity! Put your words into action!
5913,@JoeBiden @KCDurling I voted by mail in Florida. I tracked my vote until it was counted.  I voted a straight blue t… https://t.co/2Xk3MC3Zss
5914,@JoeBiden Xi Jiping build concentration camp and kill HKERS your assistant Harris said he is respectful why she sup… https://t.co/79EiiqQT4X
5915,@JoeBiden Vote Republican Folks!
5916,"RT @BlackWidow_WF: @JoeBiden I have no doubt that you and Kamala will bring back and build better. Your support for the LGBTQ+, your polici…"
5917,@JoeBiden Ok #bigguy
5918,@JoeBiden https://t.co/BII4tcdjRW
5919,@JoeBiden https://t.co/3XTPoRgqAE
5920,@JoeBiden Naomi Biden with loved one take Tom’s children in living prayers!  I am rooting for you! Mahalo from Hawaii.
5921,@JoeBiden https://t.co/2lbW2bBthp
5922,@JoeBiden LOL! Another pressing issue! 😂😂😂
5923,@JoeBiden How many million did your family members/ you received from #CCP 🇨🇳? https://t.co/a1qmydwuQB
5924,"@JoeBiden Who writes these for you, Joe? Consider firing them."
5925,"RT @ShironRedshift: @JoeBiden So many of these deaths were completely, 100% avoidable and that's absolutely on Trump's and the GOP's hands…"
5926,@JoeBiden Estamos com você! 🇺🇲🌎 O mundo anseia por #ForaTrump https://t.co/HdVIjwS6JZ
5927,@JoeBiden #CrookedJoeBide
5928,@JoeBiden Liar!
5929,"@JoeBiden You are protected &amp; handled with care by all of media. No hard questions, all scripted &amp; memorized answer… https://t.co/tee8DriSB2"
5930,@JoeBiden We just need a president 🙂
5931,"@JoeBiden Your ""campaign"" is in a word, lame.  Your son has sunk you.  Aren't kids great? ""Don't underestimate Joe'… https://t.co/LHioLYLHmj"
5932,"RT @RussOnPolitics: @JoeBiden Great new ad by the Biden campaign. With 20 days to go, they are offering up a good mix of attack ads and pos…"
5933,@JoeBiden  Because of your corruption dealing with China and Ukraine by your Son. If you win the presidency. You wi… https://t.co/SZQkDBnWpp
5934,@JoeBiden You're a liar you crook you're as guilty as your son you should be in prison with Hunter get out of the c… https://t.co/Bp20r4FWki
5935,@JoeBiden https://t.co/EU0eD99jAr
5936,"@JoeBiden you’re in deep shit now, you lying dog faced pony soldier.  You’re no corn pop, that’s for sure.  Cmon man!"
5937,@JoeBiden You have done so much Your record in this area over your 47 years in office is unmatched You have led the way
5938,"@joebiden is corrupt! Where is @TheJusticeDept on this!!!  Joe Biden should be arrested, he is not fit for office.… https://t.co/MpqtP3V2Vp"
5939,@JoeBiden Simone would approve that message!
5940,"@JoeBiden Hey, how’s your son, Hunter doing? Haven’t heard much about him lately."
5941,"@JoeBiden CORRECTION: That’s what GOOD presidents do...that is NOT what @realDonaldTrump does, so, unfortunately, n… https://t.co/VzfFif61mn"
5942,"RT @JohnWeninger7: @JoeBiden I saw the ""After School Special"" on ""How a Bill Becomes a Law"".   You might want to get a copy for your VCR."
5943,@JoeBiden https://t.co/oFglxq4R0X
5944,@JoeBiden https://t.co/jT2INhtOny
5945,@JoeBiden Making it unaffordable like you did is not access to health care. You all couldnt even do a website right… https://t.co/z3JNpTLjAW
5946,@JoeBiden Why wouldn’t every major network @ABC @NBCNews @CBSNews @CNNPolitics @FoxNews be reporting on and pursuin… https://t.co/C9UmGydYhA
5947,@JoeBiden You tore mine away. Make you a deal: I'll pay the mandate the feds say I owe for skipping Obamacare when… https://t.co/wRpvgyuoM7
5948,RT @ShironRedshift: @JoeBiden So much is on the line. Healthcare. Abortion. Reproductive rights. LGBT+ rights. So incredibly much concernin…
5949,RT @JeanLou46960840: @JoeBiden @KamalaHarris @KBeds @schultzohio @realDonaldTrump @PressSec @BillStepien @Twitter @YouTube @IvankaTrump @Do…
5950,@JoeBiden  was best friends and gave the eulogy at Senator Robert Byrds funeral who was the Grand Wizard of the KKK… https://t.co/cGxUyOhkAb
5951,@JoeBiden #CrookedJoeBiden
5952,"@JoeBiden @thomaskaine5 I voted for you last Friday I was one of the 50,000 people in OHIO Who's Ballot got Screwed… https://t.co/gcpk6cTZHR"
5953,@JoeBiden U know times r tough yet democrats cant help americans b4 election #PelosiIsTheStimulusProblem
5954,@JoeBiden Interesting assumption.  Are you saying Democrats are more apathetic?  Must be if you assume most of thos… https://t.co/QprpjeMIJz
5955,RT @SammyToledo2: @JoeBiden I believe in you! We're not standing in lines for 8+ Hours to re-elect Trump. https://t.co/8Y2DwNDPBk
5956,@JoeBiden @IngridAdriana Cast of hamilton is gay
5957,@JoeBiden https://t.co/H4JzGX9NWI
5958,@JoeBiden You did it! https://t.co/RqYQAxROW6
5959,@JoeBiden That was incredible. Thank you Hamilton cast. Please make Lin-Manuel’s remarks and the final song public.… https://t.co/xgGXevXPS6
5960,@JoeBiden Wow! I’m so relieved! https://t.co/UHGn42yWtU
5961,@JoeBiden @FucckkkTrump What about the tax breaks trump gave us...higher amt for tax exemptions...please you are ad… https://t.co/3XcYn9B4kw
5962,@JoeBiden https://t.co/Fl7tt8eMHk
5963,@JoeBiden https://t.co/z05Dn0ANow
5964,"RT @mzmitchell1324: @JoeBiden Love this I voted for you yesterday me, my husband and our youngest son who just graduated high school and tu…"
5965,@JoeBiden Has anyone ever told POTUS that forest fires are the rakes?
5966,@JoeBiden All taxation is theft!!!
5967,"@JoeBiden WHATS UP ""BIG GUY"" WHAT SIZE ORAMGE SUIT YOU NEED https://t.co/rQkFiX86nF"
5968,@JoeBiden Support Joe Biden = support CCP https://t.co/qA7pWiLPit
5969,@JoeBiden https://t.co/bJ6zYNB6WH
5970,RT @JeanLou46960840: @JoeBiden @KamalaHarris @KBeds @schultzohio @realDonaldTrump @PressSec @BillStepien @Twitter @YouTube @IvankaTrump @Do…
5971,"@JoeBiden Not for you, you crook"
5972,@JoeBiden @thomaskaine5 It went like this: A QAnon follower had supposedly asked Q to tell President Trump to use t… https://t.co/fUulDgYfXS
5973,RT @PabloAdopt: @JoeBiden America deserves a leader for all 50 states https://t.co/kR58bJTy7Z
5974,"@JoeBiden Hunter Biden introduced his father, then-Vice President Joe Biden, to a top executive at a Ukrainian ener… https://t.co/Amw3YbasQA"
5975,@JoeBiden @KamalaHarris @AndrewYang do not get complacent.... keep fighting forget the polls .... go to those neede… https://t.co/UFXkedcEgH
5976,@JoeBiden @HillaryClinton That IS what a good president does. #BidenHarrisLandslide2020 🌊🌊🌊🌊🌊🌊
5977,@JoeBiden Can anybody give me a specific example of Trump “fanning the flames of transphobia”?
5978,@JoeBiden Vote Trump
5979,@JoeBiden Mine will be for Trump. Give the money back Joe. China owns you. https://t.co/vDxtbxSsdU
5980,"@JoeBiden We need a President to make it better, not making people pay a mortgage payment for health care that they can’t get!!!!!!!"
5981,@JoeBiden Dont worry @JoeBiden... your corruption is exposed and yes I'm definitely voting!#Trump2020Landslide #WomenForTrump #WalkAway
5982,@JoeBiden  Spiro Agnew deserves an apology.  What #CriminalJoeBiden has done is so much more treasonous.
5983,@JoeBiden #CrookedJoeBiden
5984,@JoeBiden 😂😳Crook https://t.co/R6E7BwUDeG
5985,@JoeBiden So you are voting for Trump?
5986,"@JoeBiden ""im joe biden and i just love myself a mcflurry"""
5987,@JoeBiden https://t.co/NZKBVnZ0Te
5988,@JoeBiden https://t.co/iyW5wmU6qd
5989,@JoeBiden @KamalaHarris #2020Election #BidenHarris2020Landslide #JoeBiden #AmericaOrTrump 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸✅✅🌊🌊🌊 https://t.co/rHBIkOgTTN
5990,@JoeBiden Oh no! Corruptocrat Hiden Biden head of the Chinese mafia crime family@ #WheresHunter
5991,@JoeBiden @KamalaHarris @KBeds @schultzohio @realDonaldTrump @PressSec @BillStepien @Twitter @YouTube @IvankaTrump… https://t.co/XXyJhZqo8a
5992,@JoeBiden Your a securitythreat joe... #joebidenforjail #WheresHunter
5993,@JoeBiden We don't give a crap what friggin thieves have to say!
5994,"@JoeBiden is a terrible candidate. can’t make a sentence, he can’t find words ,on the game with China, his son ia d… https://t.co/Uoap70bNIz"
5995,@JoeBiden I sure hope you win but ppl (Black) don’t like to stand in long lines for hours but you have my vote let’… https://t.co/itVa6EKvON
5996,@JoeBiden @KamalaHarris OOOOO SHIT.  https://t.co/py3Cu1s81N
5997,RT @anthony87407970: @JoeBiden Just the facts!!! https://t.co/lzHQ8qEcFR
5998,@JoeBiden  https://t.co/dNEczP0Iqk
5999,RT @Analisa_Swan: @JoeBiden I’m crying! This is so good! This is the America I’m voting for! #Vote #VoteEarly #VoteReady #VoteBidenHarris20…
6000,"@JoeBiden averages 10 -15 lies a day about @realDonaldTrump Here's 1. The whole quote ""they didn’t put themselves d… https://t.co/zOpf3SfjCg"
6001,@JoeBiden He needs you left wing nuts to get your ballots in ASAP so he he can lie to the undecideds and say he won… https://t.co/BCEfhrhtxa
6002,RT @IanMaher7: @JoeBiden A leader.
6003,"@JoeBiden Where have you been for 47 years, mentally absent."
6004,"@JoeBiden Hunter Biden introduced his father, then-Vice President Joe Biden, to a top executive at a Ukrainian ener… https://t.co/Os4HZQGdTv"
6005,"@JoeBiden It’s ok, NOBODY in California is voting for the orange Buffoon and WE have ALL voted feverishly for YOU President Biden!!!!"
6006,@JoeBiden https://t.co/LTVpmn3bVl
6007,@JoeBiden All 4 people at your rally are listening old man! 😂 😆 😝
6008,RT @robert_e_strunk: @JoeBiden You mean a better future for China https://t.co/c4AdMv9W9D
6009,@JoeBiden Really? And how did you do that?
6010,@JoeBiden Not looking good BIG GUY!!
6011,@JoeBiden Why wouldn’t every major network @ABC @NBCNews @CBSNews @CNNPolitics @FoxNews be reporting on and pursuin… https://t.co/gcmXIYRixW
6012,"@JoeBiden Pet is expecting Litter, if elected. @ABC7News @CBSLA @NBCNewYork @CNNPolitics @FAIRImmigration… https://t.co/nG8sK0Puin"
6013,RT @hongyihope: @JoeBiden https://t.co/l8exmZoyIT
6014,@JoeBiden @KamalaHarris   Wow..  @realDonaldTrump has 87.2M followers and you have 11.2M  That tells a LOT..  DON'T… https://t.co/wjKJN3fSxI
6015,@JoeBiden @CarriWeatherwax Can I donate and let my daughter attend instead of me? She’s a first-time voter!
6016,@JoeBiden Your lips to Gods ears.
6017,@JoeBiden To your retirement?
6018,RT @SammyToledo2: @JoeBiden I believe in you! We're not standing in lines for 8+ Hours to re-elect Trump. https://t.co/8Y2DwNDPBk
6019,@JoeBiden #BidenFamilyCriminals
6020,"@JoeBiden This is the United States of America,  all 50 states have their , otherwise California , Chicago , NYC wo… https://t.co/MuOWbffV4S"
6021,@JoeBiden Just to make sure which country is that again🤣🤣🤣🤣🤣 I know I just want to see I you remember
6022,@JoeBiden https://t.co/i9cr2PjpoZ
6023,RT @sandra_larson7: @JoeBiden My Dad's soybean field in North Dakota! https://t.co/46DRnxVIIX
6024,@JoeBiden Running as the biggest liar sence nixon
6025,@JoeBiden Joe Biden Brasil likes to set fire to all forests. Now I would like to denounce that Brazil intends to se… https://t.co/j36Ry3Wlci
6026,RT @KevRolfe: @JoeBiden Let's all do a line! Hunter?
6027,@JoeBiden Access.
6028,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…"
6029,"@JoeBiden @realDonaldTrump would have sent help to #Benghazi ,whats your excuse @HillaryClinton . You want to speak… https://t.co/vBzdZ5W0ol"
6030,@JoeBiden I voted for Joemala this week! This feeling I have watching this #is one that’s been lacking since the fi… https://t.co/nh7E7LpR3g
6031,@JoeBiden Hmm https://t.co/wRMcCUECsc
6032,@JoeBiden We need president Trump four more years. A vote for you sleepy joe is a vote for terrorists. #Trump2020 #MAGA
6033,@JoeBiden 🤞🏿 #Vote for  #JoeBiden #BidenHarris2020  #Democrats  #VoteBidenHarris2020 #VoteBlueDownBallot  #BlueWave… https://t.co/ZMMVvfsWXA
6034,@JoeBiden should take a drug test!!!! How does he let his son live that lifestyle and think he's worthy of the presidency?
6035,"@JoeBiden @KamalaHarris Trump 2020. Plandemic is it, Dem made. It’s a cold/flu. Meanwhile Biden covers up his crack… https://t.co/r1IRBkhRhq"
6036,@JoeBiden https://t.co/jxjNQRLxgW
6037,"RT @KenAWarren14: @JoeBiden @effiedog Trump is pathetic in his transactional behavior. He can't even approve--or actually volunteer, like a…"
6038,@JoeBiden high crimes and misdemeanors “Big Guy.” You did it. You took money from communist China and others and so… https://t.co/drBmLL8YoJ
6039,@JoeBiden I'm sure you will you jerk!
6040,"RT @ike_roper: @JoeBiden When a vice president takes bribes, it has consequences."
6041,@JoeBiden Trump only approved aid to CA because he’s having a fundraiser in the state and it would have been too aw… https://t.co/biyd9sF5Ir
6042,@JoeBiden https://t.co/Sm2enlo12k
6043,@JoeBiden @JLo @AROD The celebs helped Hilary so much they're trotting them out again.
6044,@JoeBiden @KamalaHarris @realDonaldTrump sleepy joe- you’ve been found out. I’d forget about the white household an… https://t.co/8joHY6b3pl
6045,@JoeBiden @JLo @AROD #CrookedJoeBiden
6046,"RT @VSwaption: @JoeBiden My 8 year old thought she was a dog the other day, I hope you get elected so we can finally start her transition t…"
6047,RT @judgeyourself99: @JoeBiden #VoteEarly #VoteBlueDownBallot Be like this Queen. https://t.co/1KxMO9YWan
6048,@JoeBiden Let’s be clear: what we’re we talking about again?
6049,@JoeBiden https://t.co/arMDcvkMr3
6050,RT @GeneralStrikeOH: @JoeBiden Access isn’t Available!! 🚨  We demand #MedicareForAll 🦋  It’s a #humanright 🎯  Vote Policy! Vote Values! Vot…
6051,"@JoeBiden Joe if u are not gonna give the American ppl #MedicareForAll than stop ur bullshit, u sound like Trump."
6052,@JoeBiden Drop out corrupt mobster!
6053,@JoeBiden
6054,@JoeBiden @KamalaHarris #BidenforPrison
6055,@JoeBiden If voting for you hold until after election
6056,"@JoeBiden Ok..,But have you watched Rudi Guliani’s latest video, Joe? You might wanna put a mask on so people don’t… https://t.co/OOVGROiZsw"
6057,"RT @WeakleyMike: @JoeBiden I am so glad I watched Biden's town hall meeting instead of Trump's. It was so refreshing hearing intelligent, h…"
6058,@JoeBiden What if I take 50% of my kid’s kickback from corrupt foreign governments? How much do I have to pay on that?
6059,"RT @Gturk777T: @joebiden can make big progress by passing Medicare For All Cats with a super majority in the House and Senate, if he doesn’…"
6060,RT @EmilioBuitrago: @JoeBiden Thank Vicepresidnet. Sadly many Venezuelan -Americans still believe Trump and the GOP have intends to help Ve…
6061,@JoeBiden Really just not so  sure. You and Harris spend hours supporting special interest groups just to boost your political standing
6062,@JoeBiden @joncoopertweets Yes!  Thank you Joe for being the decent fellow human being that you are and a champion… https://t.co/oKX8AcGnEu
6063,"RT @RebusCornpone: @JoeBiden You can access some votes by supporting #M4A.  Not mine, tho... I voted green. #IBelieveTaraReade"
6064,@JoeBiden shirt came in :) https://t.co/NPXI753v5j
6065,"@JoeBiden What, and your son accepted millions!!  What can you say to that you hypocrite!!"
6066,@JoeBiden Your corruption is finally seeing daylight @JoeBiden... #BidenGate #BidenEmails
6067,@JoeBiden Please don't use the word President.  Kind of important
6068,"@JoeBiden Karma is a bitch, never forget"
6069,@JoeBiden Hey Big Guy. Where's the 10%. Go to jail
6070,"RT @chipfranklin: @JoeBiden Does anyone think Trump has any regard for the suffering of any other human being on earth, other than himself?"
6071,@JoeBiden I'm voting for Donald Trump!
6072,@JoeBiden Will you commit to raising taxes on the wealthy and closing loopholes that allow them to avoid paying in the first place?
6073,@JoeBiden I want a president who will lower my premiums and not raise my taxes. TRUMP 2020!
6074,@JoeBiden https://t.co/dUhPkfOfNJ
6075,RT @peekabooveach: @JoeBiden I make under $100K and I am fucking begging you to tax me more and use it toward Medicare for All and a future…
6076,@JoeBiden LIAR!!
6077,@JoeBiden And to think that some Venezuelans in Florida believe the Republican lies that Biden's a socialist and ar… https://t.co/ODKXBVCsnp
6078,"@JoeBiden We are overcoming the crisis. We are voting for @realDonaldTrump . You Joe will not be a crisis, but a to… https://t.co/dmSdP83km1"
6079,"@JoeBiden better come back to az, this time Phoenix would be nice..Trump is going to be here Monday,  would love to… https://t.co/GVgCbTSIYk"
6080,@JoeBiden It’s abundantly clear that #CrookedJoeBiden wants America to be like Venezuela.
6081,@JoeBiden Please change my mind you can't why because its the truth!THEY WANT THIS COUNTRY IN WHICH OUR BRAVE DEFEN… https://t.co/IwJ8DSGwNZ
6082,"RT @The1OnlyRichie: @JoeBiden The LGBTQ community LOVES you, President Biden. ❤️🌈❤️🌈❤️🌈❤️ https://t.co/LXclHe7SAe"
6083,@JoeBiden I voted for you yesterday Sir. The press does not exist to make you feel good . They exist to ask you que… https://t.co/Rz6fHPqwWB
6084,"@JoeBiden @wecallonall I hope so, because this home confinement thing is getting difficult.  I miss my children and grandchildren!"
6085,@JoeBiden Go #vote in person it is safe if u #maskup so your vote counts ! #trump plans on  tossing #mailinballots… https://t.co/0HpNLREhcG
6086,@JoeBiden 🙏🏾🙏🏾🙏🏾🙏🏾
6087,@JoeBiden @KamalaHarris @JLo @AROD Arod is terrible in the postseason 🤣 https://t.co/woqIV0eOPv
6088,"RT @leonardnfleming: @JoeBiden said all @realDonaldTrump ""does is fan the flames of hatred and division in this country. What the hell is t…"
6089,@JoeBiden Can’t wait to vote in our new President🇺🇸❤️🇺🇸❤️🇺🇸 https://t.co/1JPHPAuQUn
6090,@JoeBiden https://t.co/kDApueUXja
6091,@JoeBiden https://t.co/tnK3xKdswM
6092,"@JoeBiden You tell ‘em, Big Guy!"
6093,@JoeBiden @drkerrynphelps Why is he actively trying to reduce the gap between him and Trump?
6094,@JoeBiden I voted for Biden/Harris today! My son voted for the first time ever today and voted for you as well!!
6095,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…"
6096,@JoeBiden https://t.co/K5MOR3BMec
6097,@JoeBiden Laughable
6098,"RT @ariana_erbon: @JoeBiden @JoeBiden don't forget women and children, girls for female issues and vulnerable boys at the hands of violent…"
6099,"@JoeBiden قرارداد پاریس میلیونها دلار برای اروپا سودداشت. ترامپ از قرارداد خارج شد تابودجه ی ان ,مستقیما برای حفاظت… https://t.co/UQfcMK90Xj"
6100,"@JoeBiden He made it better by lowering corporate tax, so, stop taking credit , you did nothing"
6101,"@JoeBiden We know the importance of a presidents words. Extreme caution, science, unity, &amp; proper prevention are ju… https://t.co/gAXFULx3cT"
6102,@JoeBiden Is it true Hunter gave you half of his money from shady foriegn deals ? Asking for a friend
6103,@JoeBiden Crazy
6104,@JoeBiden Pre'existing protections = chronic illness protections. There are millions of us.  We need leaders who ca… https://t.co/65iDfU2Tme
6105,@JoeBiden answer the question again. https://t.co/eqxdKTU5y7
6106,@JoeBiden He has regard for the suffering American people that you sold out.Because of the people around you think… https://t.co/EErmNNn1C2
6107,@JoeBiden Cool. What will it take for you to give a billion dollars to another country if you’re President? Someone… https://t.co/NQ5pd8tQFV
6108,@JoeBiden Well said!  👏👏
6109,@JoeBiden 47 YEARS OF FAILURE!!!!!!
6110,@JoeBiden You LIE
6111,@JoeBiden you have no plan for the American people you're going to get elected you're going to bail out the states… https://t.co/z0OuwEJN5R
6112,@JoeBiden HEY DEMOCRATS---YOU CAN'T IGNORE THIS ONE THIS TIME.  TOO MUCH EVIDENCE!! THIS ELECTION SHOULD BE RESET O… https://t.co/r10r69BKIl
6113,@JoeBiden 🧐 https://t.co/nMTN9mScEn
6114,@JoeBiden @KamalaHarris @KBeds @schultzohio @realDonaldTrump @PressSec @BillStepien @Twitter @YouTube @IvankaTrump… https://t.co/vO7IE7452C
6115,RT @GeneralStrikeOH: @JoeBiden Access isn’t Available!! 🚨  We demand #MedicareForAll 🦋  It’s a #humanright 🎯  Vote Policy! Vote Values! Vot…
6116,RT @judgeyourself99: @JoeBiden #VoteEarly #VoteInPerson #JustMakeSureYouVote this is America’s most important election ever. https://t.co/L…
6117,RT @92agz: @joebiden and his #BidenCrimeFamiily can only ‘no comment’ his way out of this with a complicit media.
6118,"@joebiden can make big progress by passing Medicare For All Cats with a super majority in the House and Senate, if… https://t.co/9JwlbXXnpi"
6119,@JoeBiden #Obamacare is a joke.  Like your plan keep your plan.  Cost 2.5 x more now.
6120,@JoeBiden How dare you?  You two left nothing but a beat down Military.. You and your son made a deal with China an… https://t.co/ohQPkTYi6G
6121,@JoeBiden we the people do not want you because #BidenSoldAmerica https://t.co/1yIoixgVGJ
6122,RT @KlugeJosephB: @JoeBiden @PalmerReport @KamalaHarris You’re good people. Thank you both for stepping up to help us all rebuild from the…
6123,@JoeBiden Come to Gastonia maybe we can elbow bump! #VoteBidenHarris2020 #VoteEarly https://t.co/rnXcepu9Yw
6124,RT @CPeggese: @JoeBiden Lets take our country back Mr. VP from that ridiculous from man they call President
6125,@JoeBiden Trump ended you 💅 https://t.co/W7cI93iImx
6126,"@JoeBiden If you like your tax rate, you can keep your tax rate."
6127,@JoeBiden you are a disgrace https://t.co/5WQjBFeBV7
6128,@JoeBiden All you have EVER cared about it saying whatever you need to to keep your butt in some political position… https://t.co/zXLaxDmU9n
